Axial Position x, Normalized Nozzle Radius r
-0.45,1.196052
-0.44,1.189558
-0.43,1.183064
-0.42,1.176570
-0.41,1.170075
-0.40,1.163581
-0.39,1.157087
-0.38,1.150593
-0.37,1.144099
-0.36,1.137605
-0.35,1.131111
-0.34,1.124617
-0.33,1.118123
-0.32,1.111629
-0.31,1.105135
-0.30,1.098641
-0.29,1.092147
-0.28,1.085652
-0.27,1.079167
-0.26,1.072917
-0.25,1.066987
-0.24,1.061366
-0.23,1.056041
-0.22,1.051001
-0.21,1.046238
-0.20,1.041742
-0.19,1.037507
-0.18,1.033524
-0.17,1.029787
-0.16,1.026291
-0.15,1.023030
-0.14,1.020000
-0.13,1.017196
-0.12,1.014614
-0.11,1.012250
-0.10,1.010102
-0.09,1.008167
-0.08,1.006441
-0.07,1.004924
-0.06,1.003613
-0.05,1.002506
-0.04,1.001603
-0.03,1.000901
-0.02,1.000400
-0.01,1.000100
0.00,1.000000
0.01,1.000083
0.02,1.000333
0.03,1.000750
0.04,1.001335
0.05,1.002087
0.06,1.003008
0.07,1.004097
0.08,1.005357
0.09,1.006788
0.10,1.008392
0.11,1.010170
0.12,1.012122
0.13,1.014253
0.14,1.016562
0.15,1.019052
0.16,1.021727
0.17,1.024587
0.18,1.027636
0.19,1.030878
0.20,1.034268
0.21,1.037667
0.22,1.041066
0.23,1.044464
0.24,1.047861
0.25,1.051257
0.26,1.054653
0.27,1.058048
0.28,1.061442
0.29,1.064836
0.30,1.068229
0.31,1.071621
0.32,1.075013
0.33,1.078404
0.34,1.081794
0.35,1.085183
0.36,1.088572
0.37,1.091960
0.38,1.095347
0.39,1.098734
0.40,1.102120
0.41,1.105505
0.42,1.108889
0.43,1.112273
0.44,1.115656
0.45,1.119038
0.46,1.122420
0.47,1.125800
0.48,1.129180
0.49,1.132560
0.50,1.135938
0.51,1.139316
0.52,1.142693
0.53,1.146069
0.54,1.149445
0.55,1.152820
0.56,1.156194
0.57,1.159567
0.58,1.162940
0.59,1.166311
0.60,1.169682
0.61,1.173053
0.62,1.176422
0.63,1.179791
0.64,1.183159
0.65,1.186526
0.66,1.189893
0.67,1.193258
0.68,1.196623
0.69,1.199987
0.70,1.203350
0.71,1.206713
0.72,1.210075
0.73,1.213436
0.74,1.216796
0.75,1.220155
0.76,1.223514
0.77,1.226872
0.78,1.230229
0.79,1.233585
0.80,1.236940
0.81,1.240295
0.82,1.243648
0.83,1.247001
0.84,1.250354
0.85,1.253705
0.86,1.257055
0.87,1.260405
0.88,1.263754
0.89,1.267102
0.90,1.270449
0.91,1.273796
0.92,1.277141
0.93,1.280486
0.94,1.283830
0.95,1.287173
0.96,1.290515
0.97,1.293857
0.98,1.297197
0.99,1.300537
1.00,1.303876
1.01,1.307214
1.02,1.310551
1.03,1.313888
1.04,1.317223
1.05,1.320558
1.06,1.323892
1.07,1.327225
1.08,1.330557
1.09,1.333888
1.10,1.337218
1.11,1.340548
1.12,1.343877
1.13,1.347204
1.14,1.350531
1.15,1.353857
1.16,1.357183
1.17,1.360507
1.18,1.363830
1.19,1.367153
1.20,1.370474
1.21,1.373795
1.22,1.377115
1.23,1.380434
1.24,1.383752
1.25,1.387069
1.26,1.390386
1.27,1.393701
1.28,1.397015
1.29,1.400329
1.30,1.403642
1.31,1.406953
1.32,1.410264
1.33,1.413574
1.34,1.416883
1.35,1.420191
1.36,1.423499
1.37,1.426805
1.38,1.430110
1.39,1.433415
1.40,1.436718
1.41,1.440021
1.42,1.443323
1.43,1.446623
